Kanji,Hiragana,English
,ボルト,"volt, bolt"
残酷,ざんこく,"cruelty, harshness"
打ち消し,うちけし,"negation, denial, negative"
,ちやほや,"pamper, make a fuss of, spoil"
刺,とげ,"thorn, splinter, spine, biting words"
変遷,へんせん,"change, transition, vicissitudes"
占領,せんりょう,"occupation, capture, possession, have a room to oneself"
慣例,かんれい,"custom, precedent, of convention"
決勝,けっしょう,"decision of a contest, finals (in sports)"
錆び,さび,rust (colour)
創造,そうぞう,creation
発生,はっせい,"outbreak, spring forth, occurrence, incidence, origin"
反する,はんする,"to be inconsistent with, to oppose, to contradict, to transgress, to rebel"
上手,うわて,"1. upper part, upper stream, left side (of a stage), 2. skillful (only in comparisons), dexterity (on"
手掛ける,てがける,"to handle, to manage, to work with, to rear, to look after, to have experience with"
反乱,はんらん,"insurrection, mutiny, rebellion, revolt, uprising"
何気ない,なにげない,"casual, unconcerned"
際,きわ,"edge, brink, verge, side"
堪える,たえる,"to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t"
窮屈,きゅうくつ,"narrow, tight, stiff, rigid, uneasy, formal, constrained"
就業,しゅうぎょう,"employment, starting work"
発条,ばね,spring (e.g. coil leaf)
値打ち,ねうち,"value, worth, price, dignity"
雑談,ざつだん,"chatting, idle talk"
お祖父さん,おじいさん,"grandfather, male senior-citizen"
何時,いつ,"when, how soon"
謙る,へりくだる,to deprecate oneself and praise the listener
造る,つくる,"to make, to create, to manufacture, to draw up, to write, to compose, to build, to coin, to cultivate, to org"
本場,ほんば,"home, habitat, center, best place, genuine"
寄り掛かる,よりかかる,"to lean against, to recline on, to lean on, to rely on"
整える,ととのえる,"to put in order, to get ready, to arrange, to adjust"
堤防,ていぼう,"bank, weir"
演習,えんしゅう,"practice, exercises, manoeuvers"
防火,ぼうか,"fire prevention, fire fighting, fire proof"
異見,いけん,"different opinion, objection"
制裁,せいさい,"restraint, sanctions, punishment"
,なんか,"things like ..., or something like that .. (often derogatory)"
待ち合わせ,まちあわせ,appointment
類推,るいすい,analogy
決断,けつだん,"decision, determination"
解剖,かいぼう,"dissection, autopsy"
書評,しょひょう,book review
印,いん,"seal, stamp, mark, print"
怒る,いかる,"to get angry, to be angry"
司る,つかさどる,"to rule, to govern, to administer"
日取り,ひどり,"fixed date, appointed day"
境遇,きょうぐう,"environment, circumstances"
煌々と,こうこうと,"brilliantly, brightly"
殴る,なぐる,"to strike, to hit"
設ける,もうける,"to create, to establish"
館,かん,"house, hall, building, hotel, inn, guesthouse"
運送,うんそう,"shipping, marine transportation"
領域,りょういき,"area, domain, territory, field, region, regime"
覆面,ふくめん,"mask, veil, disguise"
植わる,うわる,to be planted
寄与,きよ,"contribution, service"
筈,はず,it should be so
女史,じょし,Ms.
何時でも,いつでも,"(at) any time, always, at all times, never (neg), whenever"
推進,すいしん,"propulsion, driving force"
任す,まかす,"to entrust, to leave to a person"
魂,こん,"soul, spirit"
点検,てんけん,"inspection, examination, checking"
玉,ぎょく,king (shogi)
図る,はかる,"to plot, to attempt, to plan, to take in, to deceive, to devise, to design, to refer A to B"
和やか,なごやか,"mild, calm, gentle, quiet, harmonious"
対して,たいして,"for, in regard to, per"
正解,せいかい,"correct, right, correct interpretation (answer solution)"
本気,ほんき,"seriousness, truth, sanctity"
校,こう,"-school, proof"
,いく,"to come, to orgasm"
獲物,えもの,"game, spoils, trophy"
中傷,ちゅうしょう,"slander, libel, defamation"
悪口,あっこう,"abuse, insult, slander, evil speaking"
扱い,あつかい,"treatment, service"
待ち遠しい,まちどおしい,looking forward to
反,たん,"roll of cloth (c. 10 yds.), .245 acres, 300 tsubo"
接触,せっしょく,"touch, contact"
地形,じぎょう,"terrain, geographical features, topography"
追跡,ついせき,pursuit
,さっと,"quickly, suddenly"
加入,かにゅう,"becoming a member, joining, entry, admission, subscription, affiliation, adherence, signing"
折衷,せっちゅう,"compromise, cross, blending, eclecticism"
討論,とうろん,"debate, discussion"
詳細,しょうさい,"detail, particulars"
,グレー,"grey, gray"
平常,へいじょう,"normal, usual"
綴じる,とじる,"to bind, to file"
駆け足,かけあし,"running fast, double time"
議案,ぎあん,legislative bill
棟,とう,"place, section, building"
陶器,とうき,"pottery, ceramics"
用紙,ようし,blank form
隔週,かくしゅう,every other week
,ポット,pot
切れ目,きれめ,"break, pause, gap, end, rift, interruption, cut, section, notch, incision, end (of a task)"
悩み,なやみ,"trouble(s), worry, distress, anguish, agony, problem"
手近,てぢか,"near, handy, familiar"
排除,はいじょ,"exclusion, removal, rejection"
僕,しもべ,"manservant, servant (of God)"
ヶ月,かげつ,#NAME?
奨励,しょうれい,"encouragement, promotion, message, address"
隔たる,へだたる,to be distant
婉曲,えんきょく,"euphemistic, circumlocution, roundabout, indirect, insinuating"
有機,ゆうき,organic
岩石,がんせき,rock
誰,たれ,adjectival suffix for a person
情,じょう,"feelings, emotion, passion"
喧しい,やかましい,"noisy, strict, fussy"
負う,おう,"to bear, to owe"
情け深い,なさけぶかい,"tender-hearted, compassionate"
嫋か,しなやか,"supple, flexible, elastic"
一々,いちいち,"one by one, separately"
告げる,つげる,to inform
奇麗,きれい,"pretty, clean, nice, tidy, beautiful, fair"
模範,もはん,"exemplar, exemplification, exemplum, model, example"
大胆,だいたん,"bold, daring, audacious"
ぶら下げる,ぶらさげる,"to hang, to suspend, to dangle, to swing"
補助,ほじょ,"assistance, support, aid, auxiliary"
叫び,さけび,"shout, scream, outcry"
窮乏,きゅうぼう,poverty
言い訳,いいわけ,"excuse, explanation"
諄い,くどい,"verbose, importunate, heavy (taste)"
滅亡,めつぼう,"downfall, ruin, collapse, destruction"
御免なさい,ごめんなさい,"I beg your pardon, excuse me"
泊,はく,counter for nights of a stay
形態,けいたい,"form, shape, figure"
箇箇,ここ,"individual, separate"
演じる,えんじる,"to perform (a play), to play (a part), to act (a part), to commit (a blunder)"
講習,こうしゅう,"short course, training"
制する,せいする,"to control, to command, to get the better of"
,スポーツカー,sports car
自覚,じかく,self-conscious
削減,さくげん,"cut, reduction, curtailment"
零れる,こぼれる,"to overflow, to spill"
放り出す,ほうりだす,"to throw out, to fire, to expel, to give up, to abandon, to neglect"
燃焼,ねんしょう,"burning, combustion"
聴覚,ちょうかく,the sense of hearing
売り出す,うりだす,"to put on sale, to market, to become popular"
藻掻く,もがく,"to struggle, to wriggle, to be impatient"
共,きょう,"both, neither (neg), all, and, as well as, including, with, together with, plural ending"
設定,せってい,"establishment, creation"
愚痴,ぐち,"idle complaint, grumble"
主演,しゅえん,"starring, playing the leading part"
衝撃,しょうげき,"shock, crash, impact, ballistic"
作,さく,"a work, a harvest"
民主,みんしゅ,"democratic, the head of the nation"
中和,ちゅうわ,"neutralize, counteract"
真っ二つ,まっぷたつ,in two equal parts
此の,この,this
出生,しゅっしょう,birth
作物,さくぶつ,literary work
歎,たん,"grief, sigh, lamentation"
無効,むこう,"invalid, no effect, unavailable"
公然,こうぜん,"open (e.g. secret), public, official"
立ち寄る,たちよる,"to stop by, to drop in for a short visit"
放棄,ほうき,"abandonment, renunciation, abdication (responsibility right)"
その為,そのため,"hence, for that reason"
高原,こうげん,"tableland, plateau"
,コンパス,compass
,ふんだん,"plentiful, abundant, lavish"
学歴,がくれき,academic background
孤児,こじ,orphan
形成,けいせい,formation
手芸,しゅげい,handicrafts
点線,てんせん,"dotted line, perforated line"
種々,くさぐさ,variety
奇数,きすう,odd number
お使い,おつかい,errand
,サンタクロース,Santa Claus
次,し,"order, sequence, times, next, below"
昼間,ちゅうかん,"daytime, during the day"
現行,げんこう,"present, current, in operation"
中程,なかほど,"middle, midway"
無難,ぶなん,"safety, security"
当てはまる,あてはまる,to apply (a rule)
平方,へいほう,"square (e.g. metre), square"
,エアメール,air mail
変動,へんどう,"change, fluctuation"
嘘つき,うそつき,"liar (sometimes said with not much seriousness), fibber"
,ティッシュペーパー,tissue paper
漕ぐ,こぐ,"to row, to scull, to pedal"
然し,しかし,"however, but"
直面,ちょくめん,confrontation
概説,がいせつ,"general statement, outline"
科,か,"department, section"
悩ましい,なやましい,"seductive, melancholy, languid"
どうぞ宜しく,どうぞよろしく,pleased to meet you
渋い,しぶい,"1. tasteful (clothing), cool, an aura of refined masculinity, 2. astringent, sullen, bitter (taste), 3"
振り出し,ふりだし,"outset, starting point, drawing or issuing (draft)"
確立,かくりつ,establishment
不景気,ふけいき,"business recession, hard times, depression, gloom, sullenness, cheerlessness"
見せ物,みせもの,"show, exhibition"
山腹,さんぷく,"hillside, mountainside"
複合,ふくごう,"composite, complex"
いい加減,いいかげん,"moderate, right, random, not thorough, vague, irresponsible, halfhearted"
入浴,にゅうよく,"bathe, bathing"
肥料,ひりょう,"manure, fertilizer"
平行,へいこう,"(going) side by side, concurrent, abreast, at the same time, occurring together, parallel, parallelism"
和,わ,"sum, harmony, peace"
弁解,べんかい,"explanation, justification, defence, excuse"
労力,ろうりょく,"labour, effort, toil, trouble"
其処で,そこで,"so (conj), accordingly, now, then, thereupon"
庶民,しょみん,"masses, common people"
爆弾,ばくだん,bomb
決まる,きまる,"to be decided, to be settled, to look good in (clothes)"
心掛け,こころがけ,"readiness, intention, aim"
紛らわしい,まぎらわしい,"confusing, misleading, equivocal, ambiguous"
画,かく,stroke
,ペア,"pair, pear"
庁,ちょう,government office
電源,でんげん,"source of electricity, power (button on TV etc.)"
法学,ほうがく,"law, jurisprudence"
野心,やしん,"ambition, aspiration, designs, treachery"
煌びやか,きらびやか,"gorgeous, gaudy, dazzling, gay"
大概,たいがい,"in general, mainly"
犯す,おかす,"to commit, to perpetrate, to violate, to rape"
牧師,ぼくし,"pastor, minister, clergyman"
最早,もはや,"already, now"
住,じゅう,"dwelling, living"
飲み込む,のみこむ,"to gulp down, to swallow deeply, to understand, to take in, to catch on to, to learn, to digest"
溶液,ようえき,solution (liquid)
崖,がけ,cliff
酸,さん,acid
合間,あいま,interval
空ろ,うつろ,"blank, cavity, hollow, empty (space)"
証言,しょうげん,"evidence, testimony"
蒸留,じょうりゅう,distillation
妥協,だきょう,"compromise, giving in"
改訂,かいてい,revision
冷淡,れいたん,"coolness, indifference"
奉仕,ほうし,"attendance, service"
痺れる,しびれる,"to become numb, to go to sleep (i.e. a limb)"
涸れる,かれる,"to dry up, to run out"
模倣,もほう,"imitation, copying"
自動詞,じどうし,intransitive verb (no direct obj)
変革,へんかく,"change, reform, revolution, upheaval, (the) Reformation"
欠乏,けつぼう,"want, shortage, famine"
悪,あく,"evil, wickedness"
業績,ぎょうせき,"achievement, performance, results, work, contribution"
化合,かごう,chemical combination
徐々,そろそろ,"gradually, steadily, quietly, slowly, soon"
在庫,ざいこ,"stockpile, stock"
見合い,みあい,formal marriage interview
店,てん,"store, shop, establishment"
訂正,ていせい,"correction, revision"
制服,せいふく,uniform
投入,とうにゅう,"throw, investment, making (an electrical circuit)"
毎,ごと,each respectively
抜け出す,ぬけだす,"to slip out, to sneak away, to excel"
実,じつ,"truth, reality, sincerity, fidelity, kindness, faith, substance, essence"
土産,どさん,product of the land
面,おも,face
推理,すいり,"reasoning, inference, mystery or detective genre (movie novel etc.)"
怪獣,かいじゅう,monster
技能,ぎのう,"technical skill, ability, capacity"
採算,さいさん,profit
乾,ほし,"dried, cured"
同級,どうきゅう,"the same grade, same class"
,とんだ,"terrible, awful, serious, preposterous, absolutely not"
堂々,どうどう,"magnificent, grand, impressive"
重,え,"-fold, -ply"
香辛料,こうしんりょう,spices
導入,どうにゅう,"introduction, bringing in, leading in"
治安,ちあん,public order
憤慨,ふんがい,"indignation, resentment"
紳士,しんし,gentleman
暴露,ばくろ,"disclosure, exposure, revelation"
優位,ゆうい,"predominance, ascendancy, superiority"
取り次ぐ,とりつぐ,"to act as an agent for, to announce (someone), to convey (a message)"
蛋白質,たんぱくしつ,protein
切開,せっかい,"clearing (land), opening up, cutting through"
膨脹,ぼうちょう,"expansion, swelling, increase, growth"
原典,げんてん,original (text)
妊娠,にんしん,"conception, pregnancy"
勤務,きんむ,"service, duty, work"
嗚呼,ああ,"Ah!, Oh!, Alas!"
混む,こむ,to be crowded
換算,かんさん,"conversion, change, exchange"
身体,からだ,the body
真下,ました,"right under, directly below"
,シート,"seat, sheet"
進行,しんこう,advance
人体,じんたい,human body
崇拝,すうはい,"worship, adoration, admiration, cult"
創刊,そうかん,"launching (e.g. newspaper), first issue"
見晴らし,みはらし,view
我がまま,わがまま,"selfishness, egoism, wilfulness, disobedience, whim"
配列,はいれつ,"arrangement, array (programming)"
産物,さんぶつ,"product, result, fruit"
選挙,せんきょ,election
例え,たとえ,"example, even if, if, though, although"
迫害,はくがい,persecution
語源,ごげん,"word root, word derivation, etymology"
不山戯る,ふざける,"to romp, to gambol, to frolic, to joke, to make fun of, to flirt"
調停,ちょうてい,"arbitration, conciliation, mediation"
危害,きがい,"injury, harm, danger"
言論,げんろん,discussion
遣る,やる,"to do, to have sexual intercourse, to kill, to give (to inferiors animals etc.), to dispatch (a letter"
自我,じが,"self, the ego"
可愛い,かわいい,"pretty, cute, lovely, charming, dear, darling, pet"
鳥居,とりい,torii (Shinto shrine archway)
裾,すそ,"(trouser) cuff, (skirt) hem, cut edge of a hairdo, foot of mountain"
肉体,にくたい,"the body, the flesh"
核,かく,"nucleus, kernel"
止むを得ない,やむをえない,"cannot be helped, unavoidable"
,オーケー,OK
お八,おやつ,"1. (uk) between meal snack, afternoon refreshment, afternoon tea, 2. mid-day snack"
過多,かた,"excess, superabundance"
格差,かくさ,"qualitative difference, disparity"
同い年,おないどし,of the same age
蔵,くら,"warehouse, cellar, magazine, granary, godown, depository, treasury, elevator"
控える,ひかえる,"to draw in, to hold back, to make notes, to be temperate in"
腫れる,はれる,"to swell (from inflammation), to become swollen"
発足,はっそく,"starting, inauguration"
連なる,つらなる,"to extend, to stretch out, to stand in a row"
其方,そちら,"over there, the other"
麻,あさ,"flax, linen, hemp"
仕上げ,しあげ,"end, finishing touches, being finished"
宿命,しゅくめい,"fate, destiny, predestination"
錯覚,さっかく,"optical illusion, hallucination"
煙たい,けむたい,"smoky, feeling awkward"
拐う,さらう,"to carry off, to run away with, to kidnap, to abduct"
呼び止める,よびとめる,"to challenge, to call somebody to halt"
軈て,やがて,"before long, soon, at length"
経過,けいか,"passage, expiration, progress"
呆然,ぼうぜん,"dumbfounded, overcome with surprise, in blank amazement"
事業,じぎょう,"project, enterprise, business, industry, operations"
日焼け,ひやけ,sunburn
事項,じこう,"matter, item, facts"
垢,あか,"dirt, filth"
怒鳴る,どなる,"to shout, to yell"
,きっかり,"exactly, precisely"
凶作,きょうさく,"bad harvest, poor crop"
染みる,しみる,"to pierce, to permeate"
無能,むのう,"inefficiency, incompetence"
繁栄,はんえい,"prospering, prosperity, thriving, flourishing"
肝心,かんじん,"essential, fundamental, crucial, vital, main"
軌道,きどう,"orbit, railroad track"
,デッサン,(fr:) (n) rough sketch (fr: dessin)
連休,れんきゅう,consecutive holidays
残高,ざんだか,"(bank) balance, remainder"
家主,いえぬし,landlord
優,やさ,"gentle, affectionate"
絶つ,たつ,"to sever, to cut off, to suppress, to abstain (from)"
残金,ざんきん,remaining money
誤魔化す,ごまかす,"to deceive, to falsify, to misrepresent"
理性,りせい,"reason, sense"
亜科,あか,"suborder, subfamily"
,デコレーション,decoration
聞き取り,ききとり,listening comprehension
甘い,うまい,delicious
公立,こうりつ,public (institution)
緩める,ゆるめる,"to loosen, to slow down"
,ストライキ,strike
,マッサージ,massage
貴族,きぞく,"noble, aristocrat"
風俗,ふうぞく,"1. manners, customs, 2. sex service, sex industry"
碁盤,ごばん,Go board
受かる,うかる,to pass (examination)
繁盛,はんじょう,"prosperity, flourishing, thriving"
利潤,りじゅん,"profit, returns"
綻びる,ほころびる,"to come apart at the seams, to begin to open, to smile broadly"
出切る,できる,"to be out of, to have no more at hand"
,カット,"cut, cutting"
任務,にんむ,"duty, function, office, mission, task"
局限,きょくげん,"limit, localize"
放射能,ほうしゃのう,radioactivity
橋渡し,はしわたし,"bridge building, mediation"
熱量,ねつりょう,temperature
見落とす,みおとす,"to overlook, to fail to notice"
未,ひつじ,eighth sign of Chinese zodiac (The Ram 1pm-3pm south-southwest June)
促す,うながす,"to urge, to press, to suggest, to demand, to stimulate, to quicken, to incite, to invite (attention to)"
,ずるずる,"sound or act of dragging, loose, inconclusive but unwanted situation, trailingly"
製鉄,せいてつ,iron manufacture
作戦,さくせん,"military or naval operations, tactics, strategy"
面皰,にきび,"pimple, acne"
社,やしろ,Shinto shrine
規制,きせい,regulation
到底,とうてい,(cannot) possibly
語彙,ごい,"vocabulary, glossary"
麻痺,まひ,"paralysis, palsy, numbness, stupor"
廃止,はいし,"abolition, repeal"
察する,さっする,"to guess, to sense, to presume, to judge, to sympathize with"
,ちらっと,"at a glance, by accident"
正しく,まさしく,"surely, no doubt, evidently"
改革,かいかく,"reform, reformation, innovation"
織物,おりもの,"textile, fabric"
反感,はんかん,"antipathy, revolt, animosity"
下位,かい,"low rank, subordinate, lower order (e.g. byte)"
地元,じもと,local
受け入れ,うけいれ,"receiving, acceptance"
揺さぶる,ゆさぶる,"to shake, to jolt, to rock, to swing"
愛でたい,めでたい,auspicious
取り引き,とりひき,"transactions, dealings, business"
,ランプ,"lamp, ramp, headlight, light"
万人,ばんじん,"all people, everybody, 10000 people"
動的,どうてき,"dynamic, kinetic"
殿,しんがり,"rear, rear unit guard"
戦闘,せんとう,"battle, fight, combat"
了,りょう,"finish, completion, understanding"
励む,はげむ,"to be zealous, to brace oneself, to endeavour, to strive, to make an effort"
,ユニフォーム,uniform
改良,かいりょう,"improvement, reform"
,ポンプ,pump
職務,しょくむ,professional duties
僅,きん,"a little, small quantity"
冬眠,とうみん,"hibernation, winter sleep"
文書,ぶんしょ,"document, writing, letter, note, records, archives"
有望,ゆうぼう,"good prospects, full of hope, promising"
敵,かたき,"enemy, rival"
誇張,こちょう,exaggeration
冷蔵,れいぞう,"cold storage, refrigeration"
暇,いとま,"free time, leisure, leave, spare time, farewell"
嘴,くちばし,"beak, bill"
宮殿,きゅうでん,palace
蹴飛ばす,けとばす,"to kick away, to kick off, to kick (someone), to refuse, to reject"
,ショック,shock
内部,ないぶ,"interior, inside, internal"
慣行,かんこう,"customary practice, habit, traditional event"
神聖,しんせい,"holiness, sacredness, dignity"
咄嗟,とっさ,"moment, instant"
酸っぱい,すっぱい,"sour, acid"
,がっちり,"solidly built, tightly, shrewd, calculating"
台無し,だいなし,"mess, spoiled, (come to) nothing"
規約,きやく,"agreement, rules, code"
固定,こてい,fixation
給食,きゅうしょく,"school lunch, providing a meal"
打ち込む,うちこむ,"to drive in (e.g. nail stake), to devote oneself to, to shoot into, to smash, to throw into, to cast int"
修飾,しゅうしょく,"ornamentation, embellishment, decoration, adornment, polish up (writing), modification (gram)"
展示,てんじ,"exhibition, display"
用件,ようけん,business
掬う,すくう,"to scoop, to ladle out"
鞠,まり,ball
忠実,ちゅうじつ,"fidelity, faithfulness"
然うして,そうして,"and, like that"
控除,こうじょ,"subsidy, deduction"
手数,てかず,"number of moves, trouble"
沸騰,ふっとう,"boiling, seething"
前途,ぜんと,"future prospects, outlook, the journey ahead"
検事,けんじ,public prosecutor
此れ,これ,this
合致,がっち,"agreement, concurrence, conforming to"
股,また,"groin, crotch, thigh"
軸,じく,"axis, stem, shaft, axle"
転勤,てんきん,"transfer, transmission"
滑稽,こっけい,"funny, humorous, comical, laughable, ridiculous, joking"
目覚める,めざめる,to wake up
赴く,おもむく,"to go, to proceed, to repair to, to become"
書き取る,かきとる,"to write down, to take dictation, to take notes"
原子,げんし,atom
束縛,そくばく,"restraint, shackles, restriction, confinement, binding"
断面,だんめん,cross section
強硬,きょうこう,"firm, vigorous, unbending, unyielding, strong, stubborn"
次いで,ついで,"next, secondly, subsequently"
何と,なんと,"what, how, whatever"
何方,どちら,"which, who"
麻酔,ますい,anaesthesia
個性,こせい,"individuality, personality, idiosyncrasy"
,タイル,tile
代用,だいよう,substitution
再現,さいげん,"reappearance, reproduction, return, revival"
照合,しょうごう,"collation, comparison"
恐れ入る,おそれいる,"to be filled with awe, to feel small, to be amazed, to be surprised, to be disconcerted, to be sorry, to b"
施す,ほどこす,"to donate, to give, to conduct, to apply, to perform"
脚色,きゃくしょく,dramatization (e.g. film)
剃る,する,to shave
指差す,ゆびさす,to point at
調和,ちょうわ,harmony
小柄,こがら,short (build)
位地,いち,"place, situation, position, location"
役職,やくしょく,"post, managerial position, official position"
,と,"1. if (conjunction), 2. promoted pawn (shogi) (abbr)"
定まる,さだまる,"to become settled, to be fixed"
学説,がくせつ,theory
密接,みっせつ,"related, connected, close, intimate"
班,はん,"group, party, section (mil)"
取り分,とりわけ,"especially, above all"
真ん前,まんまえ,"right in front, under the nose"
良心,りょうしん,conscience
,ショー,show
生かす,いかす,"to revive, to resuscitate, to make use of"
,げっそり,"being disheartened, losing weight"
器官,きかん,"organ (of body), instrument"
決議,けつぎ,"resolution, vote, decision"
仕舞う,しまう,"to finish, to close, to do something completely, to put away, to put an end to"
排水,はいすい,drainage
,メディア,media
周期,しゅうき,"cycle, period"
,すばしこい,"nimble, smart, quick"
,コントロール,control
野外,やがい,"fields, outskirts, open air, suburbs"
愛憎,あいにく,likes and dislikes
産む,うむ,"to give birth, to deliver, to produce"
捕らえる,とらえる,"to seize, to grasp, to capture, to arrest"
比例,ひれい,proportion
世辞,せじ,"flattery, compliment"
堪える,こらえる,"to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t"
採掘,さいくつ,mining
云々,うんぬん,"and so on, and so forth, comment"
増し,まし,"extra, additional, less objectionable, better, preferable"
,ネガ,(photographic) negative
絶える,たえる,"to die out, to peter out, to become extinct"
効率,こうりつ,efficiency
,きっぱり,"clearly, plainly, distinctly"
役場,やくば,town hall
持ち,もち,"1. hold, charge, keep possession, in charge, 2. wear, durability, life, draw, 3. usage (suff)"
混同,こんどう,"confusion, mixing, merger"
粗筋,あらすじ,"outline, summary"
足し算,たしざん,addition
売れ行き,うれゆき,sales
人質,ひとじち,"hostage, prisoner"
主題,しゅだい,"subject, theme, motif"
下らない,くだらない,"good-for-nothing, stupid, trivial, worthless"
真心,まこころ,"sincerity, devotion"
起源,きげん,"origin, beginning, rise"
その外,そのほか,"besides, in addition, the rest"
所属,しょぞく,"attached to, belong to"
,ナプキン,napkin
活発,かっぱつ,"vigor, active"
到達,とうたつ,"reaching, attaining, arrival"
苗,なえ,rice seedling
合意,ごうい,"agreement, consent, mutual understanding"
生理,せいり,"physiology, menses"
自尊心,じそんしん,"self-respect, conceit"
傾く,かたぶく,"to incline toward, to slant, to lurch, to heel over, to be disposed to, to trend toward, to be prone to, to"
重宝,じゅうほう,"priceless treasure, convenience, usefulness"
監視,かんし,"observation, guarding, inspection, surveillance"
過ち,あやまち,"fault, error, indiscretion"
充実,じゅうじつ,"fullness, completion, perfection, substantiality, enrichment"
添える,そえる,"to add to, to attach, to append, to accompany, to garnish, to imitate, to annex"
結び付ける,むすびつける,"to combine, to join, to tie on, to attach with a knot"
結び付く,むすびつく,"to be connected or related, to join together"
教科,きょうか,"subject, curriculum"
見掛ける,みかける,"to (happen to) see, to notice, to catch sight of"
眼鏡,がんきょう,"spectacles, glasses"
消去,しょうきょ,"elimination, erasing, dying out, melting away"
鈍る,なまる,"to become less capable, to grow dull, to become blunt, to weaken"
年寄り,としより,"old people, the aged"
前,せん,before
当人,とうにん,"the one concerned, the said person"
周,しゅう,"circuit, lap, circumference, vicinity, Chou (dynasty)"
,ナンセンス,nonsense
体格,たいかく,"physique, constitution"
傷付く,きずつく,"to be hurt, to be wounded, to get injured"
お喋り,おしゃべり,"chattering, talk, idle talk, chat, chitchat, gossip, chatty, talkative, chatterbox, blabbermouth"
正規,せいき,"regular, legal, formal, established, legitimate"
人情,にんじょう,"humanity, empathy, kindness, sympathy, human nature, common sense, customs and manners"
齎らす,もたらす,"to bring, to take, to bring about"
蔵相,ぞうしょう,Minister of Finance
鈍感,どんかん,"thickheadedness, stolidity"
員,いん,member
所々,しょしょ,"here and there, some parts (of something)"
追い込む,おいこむ,"to herd, to corner, to drive"
済みません,すみません,"sorry, excuse me"
運輸,うんゆ,transportation
問屋,といや,wholesale store
粉末,ふんまつ,fine powder
励ます,はげます,"to encourage, to cheer, to raise (the voice)"
既婚,きこん,"marriage, married"
身なり,みなり,personal appearance
夜具,やぐ,bedding
未定,みてい,"not yet fixed, undecided, pending"
夥しい,おびただしい,"abundantly, innumerably"
露,つゆ,dew
詐欺,さぎ,"fraud, swindle"
公演,こうえん,public performance
逆転,ぎゃくてん,"(sudden) change, reversal, turn-around, coming from behind (baseball)"
出世,しゅっせ,"promotion, successful career, eminence"
近々,きんきん,"nearness, before long"
荒らす,あらす,"to lay waste, to devastate, to damage, to invade, to break into"
値引き,ねびき,"price reduction, discount"
無用,むよう,"useless, futility, needlessness, unnecessariness"
恐れ,おそれ,"fear, horror"
認識,にんしき,"recognition, cognizance"
窒息,ちっそく,suffocation
巧妙,こうみょう,"ingenious, skillful, clever, deft"
現場,げんじょう,"actual spot, scene, scene of the crime"
左利き,ひだりきき,"left-handedness, sake drinker, left-hander"
氏,うじ,family name
配給,はいきゅう,distribution (eg. films rice)
本名,ほんみょう,real name
兆し,きざし,"signs, omen, symptoms"
着目,ちゃくもく,attention
炒める,いためる,to stir-fry
必然,ひつぜん,"inevitable, necessary"
手法,しゅほう,technique
雑貨,ざっか,"miscellaneous goods, general goods, sundries"
何とも,なんとも,"nothing (with neg. verb), quite, not a bit"
防衛,ぼうえい,"defense, protection, self-defense"
明後日,あさって,day after tomorrow
可成,かなり,"considerably, fairly, quite"
甘える,あまえる,"to behave like a spoiled child, to fawn on"
立法,りっぽう,"legislation, lawmaking"
辞退,じたい,refusal
側,がわ,"side, row, surroundings, part, (watch) case"
突破,とっぱ,"breaking through, breakthrough, penetration"
個々,ここ,"individual, one by one"
乗っ取る,のっとる,"to capture, to occupy, to usurp"
出社,しゅっしゃ,arrival (in a country at work etc.)
,クイズ,quiz
桐,きり,paulownia tree
嘸,さぞ,"I am sure, certainly, no doubt"
営む,いとなむ,"to carry on (e.g. in ceremony), to run a business"
大筋,おおすじ,"outline, summary"
超,ちょう,"super-, ultra-, hyper-"
凭れる,もたれる,"to lean against, to lean on, to recline on, to lie heavy (on the stomach)"
滅ぼす,ほろぼす,"to destroy, to overthrow, to wreck, to ruin"
化する,かする,"to change into, to convert into, to transform, to be reduced, to influence, to improve (someone)"
氾濫,はんらん,"overflowing, flood"
流し,ながし,sink
受け入れる,うけいれる,"to accept, to receive"
,ぼやける,"to become dim, to become blurred"
浸す,ひたす,"to soak, to dip, to drench"
内陸,ないりく,inland
通りかかる,とおりかかる,to happen to pass by
良い,いい,good
気配,きはい,"indication, market trend, worry"
,アワー,hour
罵る,ののしる,"to speak ill of, to abuse"
,あっさり,"easily, readily, quickly"
煙る,けむる,to smoke (e.g. fire)
楽観,らっかん,optimism
ねじ回し,ねじまわし,screwdriver
瞬き,またたき,"wink, twinkling (of stars), flicker (of light)"
首脳,しゅのう,"head, brains"
捻じれる,ねじれる,"to twist, to wrench, to screw"
,カルテ,(de:) (n) clinical records (de: Karte)
上空,じょうくう,"sky, the skies, high-altitude sky, upper air"
弱る,よわる,"to weaken, to be troubled, to be downcast, to be emaciated, to be dejected, to be perplexed, to impair"
自主,じしゅ,"independence, autonomy"
進度,しんど,progress
吹奏,すいそう,playing wind instruments
,セール,sale
電線,でんせん,electric line
病,やまい,"illness, disease"
証人,しょうにん,witness
連日,れんじつ,"every day, prolonged"
人民,じんみん,"people, public"
何処,どこ,"where, what place"
,バット,"bat, vat"
宣言,せんげん,"declaration, proclamation, announcement"
取り寄せる,とりよせる,"to order, to send away for"
新婚,しんこん,newly-wed
